Number-Of-Methods,Class,Max-LOC,Mean-LOC,Median-LOC,Min-LOC,Range-LOC,Std-LOC,Sum-LOC,Var-LOC,Max-Is-Protected,Mean-Is-Protected,Median-Is-Protected,Min-Is-Protected,Range-Is-Protected,Std-Is-Protected,Sum-Is-Protected,Var-Is-Protected,Max-Fan-In,Mean-Fan-In,Median-Fan-In,Min-Fan-In,Range-Fan-In,Std-Fan-In,Sum-Fan-In,Var-Fan-In,Max-Is-Static,Mean-Is-Static,Median-Is-Static,Min-Is-Static,Range-Is-Static,Std-Is-Static,Sum-Is-Static,Var-Is-Static,Max-Number-Of-Branches,Mean-Number-Of-Branches,Median-Number-Of-Branches,Min-Number-Of-Branches,Range-Number-Of-Branches,Std-Number-Of-Branches,Sum-Number-Of-Branches,Var-Number-Of-Branches,Max-CFG-Size,Mean-CFG-Size,Median-CFG-Size,Min-CFG-Size,Range-CFG-Size,Std-CFG-Size,Sum-CFG-Size,Var-CFG-Size,Max-Number-Of-Parameters,Mean-Number-Of-Parameters,Median-Number-Of-Parameters,Min-Number-Of-Parameters,Range-Number-Of-Parameters,Std-Number-Of-Parameters,Sum-Number-Of-Parameters,Var-Number-Of-Parameters,Max-Is-Public,Mean-Is-Public,Median-Is-Public,Min-Is-Public,Range-Is-Public,Std-Is-Public,Sum-Is-Public,Var-Is-Public,Max-Fan-Out,Mean-Fan-Out,Median-Fan-Out,Min-Fan-Out,Range-Fan-Out,Std-Fan-Out,Sum-Fan-Out,Var-Fan-Out,Max-Number-Of-Invokes,Mean-Number-Of-Invokes,Median-Number-Of-Invokes,Min-Number-Of-Invokes,Range-Number-Of-Invokes,Std-Number-Of-Invokes,Sum-Number-Of-Invokes,Var-Number-Of-Invokes,Max-Is-Private,Mean-Is-Private,Median-Is-Private,Min-Is-Private,Range-Is-Private,Std-Is-Private,Sum-Is-Private,Var-Is-Private
1122,1,353,19.70409982174688,10.0,1,352,34.035503333882666,22108,1158.4154871907378,1,0.1524064171122994,0.0,0,1,0.3595746603595743,171,0.1292939363727032,88,2.307486631016043,1.0,1,87,3.763873191618782,2589,14.166741402586558,1,0.2023172905525846,0.0,0,1,0.4019066679089741,227,0.1615289697096943,52,2.3244206773618536,1.0,0,52,4.934351441795664,2608,24.347824151150952,317,17.279857397504458,8.0,1,316,29.5788175040772,19388,874.9064449395038,9,1.1131907308377895,1.0,0,9,1.1546843574645853,1249,1.333295965373402,1,0.6024955436720143,1.0,0,1,0.4896001504238138,676,0.239708307295021,140,4.288770053475936,1.0,0,140,10.602056526417904,4812,112.40360258936047,161,5.361853832442068,1.0,0,161,13.580798198202196,6016,184.4380797002921,1,0.1327985739750445,0.0,0,1,0.3395082402646522,149,0.1152658452076008
1756,1,713,20.162870159453306,10.0,1,712,36.27861023744348,35406,1316.1375607603388,1,0.0780182232346241,0.0,0,1,0.2682766605936753,137,0.071972366619294,116,2.6059225512528474,1.0,1,115,5.009352984673057,4576,25.093617325052858,1,0.2084282460136674,0.0,0,1,0.4063002846961269,366,0.1650799213441538,139,2.7101366742596813,1.0,0,139,6.800764979897044,4759,46.25040431179404,574,17.317198177676538,9.0,1,573,29.81485433155729,30409,888.9255388119803,29,1.2482915717539864,1.0,0,29,1.598743251930315,2192,2.5559799855927188,1,0.6446469248291572,1.0,0,1,0.4787565096108935,1132,0.2292077954948056,116,3.65375854214123,2.0,0,116,7.3330802284845795,6416,53.77406563739145,161,4.105922551252847,1.0,0,161,9.111287211310492,7210,83.01555464699011,1,0.1605922551252847,0.0,0,1,0.3672590273819591,282,0.1348791931935425
3835,1,931,22.014602346805734,10.0,1,930,44.96068874195949,84426,2021.463532151363,1,0.0769230769230769,0.0,0,1,0.2665041035736886,295,0.0710244372216153,259,3.1921773142112126,1.0,1,258,7.352183862151791,12242,54.05460754288522,1,0.2148631029986962,0.0,0,1,0.4107809029351839,824,0.168740950216245,145,3.0140808344198176,1.0,0,145,7.795629629713568,11559,60.771841323668106,707,18.79478487614081,9.0,1,706,36.05573518271949,72078,1300.016039566396,29,1.197131681877445,1.0,0,29,1.4857143107514903,4591,2.2073470131717765,1,0.5616688396349413,1.0,0,1,0.4962470839640397,2154,0.2462611683428127,213,4.415384615384616,2.0,0,213,10.224492318370242,16933,104.54024316841208,316,4.809387222946545,1.0,0,316,12.968217459391568,18444,168.1746640740683,1,0.1616688396349413,0.0,0,1,0.3681947527584708,620,0.1355673759588714
1737,1,931,20.177317213586644,10.0,1,930,41.24102601936942,35048,1700.8222271303057,1,0.0892343120322395,0.0,0,1,0.2851637511976609,155,0.0813183649971214,212,2.386873920552677,1.0,1,211,6.728268513670072,4146,45.26959719204408,1,0.2694300518134715,0.0,0,1,0.443791487806335,468,0.1969508846493604,119,2.5043177892918824,1.0,0,119,6.315359523270871,4350,39.88376590816808,673,17.489349453080024,9.0,1,672,33.64606417095995,30379,1132.057634196355,9,1.120322394933794,1.0,0,9,1.1424599085068317,1946,1.3052146425454385,1,0.5820379965457686,1.0,0,1,0.4933658880355283,1011,0.2434098994770854,213,4.075417386298216,1.0,0,213,11.295953771784085,7079,127.59857161428305,316,5.092112838226828,1.0,0,316,14.818705911775854,8845,219.59404489970063,1,0.128957973517559,0.0,0,1,0.3352499359375381,224,0.1123925195461234
1731,1,955,21.226458694396303,10.0,1,954,42.73198655872874,36743,1826.022675255374,1,0.0872328134026574,0.0,0,1,0.2822574616698837,151,0.0796692746683258,116,2.6522241478913924,1.0,1,115,5.244024341389013,4591,27.499791293080467,1,0.2224147891392258,0.0,0,1,0.4159884851267356,385,0.1730464197580363,222,2.7954939341421143,1.0,0,222,7.954771166282025,4839,63.27838430791188,733,18.33564413633738,9.0,1,732,35.22428542461073,31739,1240.7502836744438,29,1.303292894280763,1.0,0,29,1.590755669940116,2256,2.530503601446627,1,0.6244945118428654,1.0,0,1,0.484393090680849,1081,0.2346366662993452,156,4.194107452339688,2.0,0,156,10.446029195414592,7260,109.11952595145404,144,4.661467359907568,1.0,0,144,11.71855945774418,8069,137.32463576468558,1,0.1409589832466782,0.0,0,1,0.34807979293158,244,0.1211595422472916
1747,1,1146,20.396680022896398,10.0,1,1145,45.71595466911104,35633,2089.948511308215,1,0.1036061820263308,0.0,0,1,0.3048362385493152,181,0.0929251323328949,116,2.5283342873497423,1.0,1,115,5.091901541974204,4417,25.92746131315928,1,0.2404121350887235,0.0,0,1,0.4274561151639222,420,0.1827187303910323,144,2.63480251860332,1.0,0,144,6.971099068737721,4603,48.59622222615592,867,17.48712077847739,9.0,1,866,36.27984382143376,30550,1316.227067707625,8,1.1431024613623355,1.0,0,8,1.1783228185660366,1997,1.3884446647534086,1,0.5598168288494562,1.0,0,1,0.4965511878166569,978,0.2465630821221329,190,3.840870062965083,1.0,0,190,9.798828794751708,6710,96.01704574885518,354,5.068689181453921,1.0,0,354,15.239699116167976,8855,232.248429151331,1,0.1482541499713795,0.0,0,1,0.3554534840974947,259,0.1263471793570479
1232,1,346,19.055194805194805,10.0,1,345,30.823338330349102,23476,950.0781858271685,1,0.1079545454545454,0.0,0,1,0.3104490150508106,133,0.0963785909460184,116,2.3449675324675323,1.0,0,116,4.815051273265563,2889,23.18471876417632,1,0.2402597402597402,0.0,0,1,0.4274146456927399,296,0.1826832793526504,79,2.387987012987013,1.0,0,79,5.103203164763792,2942,26.04268254085518,301,16.59659090909091,9.0,1,300,26.34900586778962,20447,694.2701102208118,8,1.082792207792208,1.0,0,8,1.0798934849862063,1334,1.1661699389156537,1,0.6217532467532467,1.0,0,1,0.4851465672387147,766,0.2353671917035087,136,3.780844155844156,1.0,0,136,8.727428956093148,4658,76.16801618365314,161,4.79301948051948,2.0,0,161,11.397486432013798,5905,129.90269696793862,1,0.1298701298701298,0.0,0,1,0.336297008130195,160,0.1130956776773204
2329,1,1146,21.942893945899527,10.0,1,1145,48.046974637973065,51105,2308.511771862027,1,0.08587376556462,0.0,0,1,0.2802377234644245,200,0.0785331816525232,116,2.8127951910691285,1.0,1,115,5.075138966124479,6551,25.757035525475047,1,0.2284242164018892,0.0,0,1,0.4199074910772513,532,0.1763223010627919,144,2.9587805925289823,1.0,0,144,8.047913940103985,6891,64.76891878732005,867,18.745813653928725,9.0,1,866,38.38989657186629,43659,1473.784158798591,29,1.2992700729927007,1.0,0,29,1.5573802733356192,3026,2.4254333157749284,1,0.5848003434950623,1.0,0,1,0.4928622536769604,1362,0.2429132010995325,190,4.106912838127952,1.0,0,190,9.610775263276876,9565,92.3670011612147,354,4.887934735938171,1.0,0,354,13.890492047272003,11384,192.9457693153268,1,0.1601545727780163,0.0,0,1,0.3668281105571494,373,0.1345628626949282
324,1,200,13.632716049382717,5.0,2,198,24.492071959821324,4417,599.8615888850659,1,0.0339506172839506,0.0,0,1,0.1813822333682692,11,0.0328995145816612,146,3.4753086419753085,1.0,1,145,11.187509962516742,1126,125.16037916141136,1,0.2314814814814814,0.0,0,1,0.4224317369841206,75,0.1784485724114212,34,0.9197530864197532,0.0,0,34,3.236744140698079,298,10.476512632343344,166,12.712962962962964,5.0,2,164,21.66307622866674,4119,469.2888716890259,5,0.9537037037037036,1.0,0,5,0.8803066513900681,309,0.774939800481595,1,0.941358024691358,1.0,0,1,0.2353168108156169,305,0.0553740014524328,80,5.280864197530864,1.0,0,80,10.965671364620452,1711,120.245948476857,91,5.314814814814815,1.0,0,91,11.639301534597264,1722,135.47334021327822,1,0.0246913580246913,0.0,0,1,0.1554228142662299,8,0.024156251194435
1795,1,955,21.137604456824512,10.0,1,954,42.0808997609717,37942,1770.8021246929477,1,0.0857938718662952,0.0,0,1,0.2801374719587267,154,0.0784770031954264,116,2.667409470752089,1.0,1,115,5.280770285927069,4788,27.88653481273026,1,0.2256267409470752,0.0,0,1,0.4181108772072774,405,0.174816705639039,222,2.7899721448467965,1.0,0,222,7.857205949906477,5008,61.73568533924575,733,18.25348189415042,9.0,1,732,34.62646401074594,32765,1198.992009887484,29,1.3086350974930363,1.0,0,29,1.5899307172366086,2349,2.527879685612517,1,0.6222841225626741,1.0,0,1,0.484951143453713,1117,0.2351776115370637,156,4.19108635097493,2.0,0,156,10.136511304030169,7523,102.74886141673134,145,4.685793871866295,1.0,0,145,11.500152384811058,8411,132.25350487387547,1,0.1476323119777158,0.0,0,1,0.3548339832936824,265,0.1259071557000612
2290,1,955,21.25545851528384,10.0,1,954,42.45628675680795,48675,1802.536285176306,1,0.0890829694323144,0.0,0,1,0.2849256831633228,204,0.0811826449260862,116,2.846288209606987,1.0,0,116,5.144818167383457,6518,26.469153975438875,1,0.2109170305676856,0.0,0,1,0.4080487052344622,483,0.166503745843521,222,2.8524017467248908,1.0,0,222,7.911373207817562,6532,62.589826033373534,733,18.234497816593887,9.0,1,732,34.26695416806872,41757,1174.2241479565223,29,1.3034934497816597,1.0,0,29,1.5467199263403018,2985,2.3923425305381487,1,0.5986899563318777,1.0,0,1,0.4902705941751896,1371,0.2403652555128934,156,4.110043668122271,2.0,0,156,9.196326431357246,9412,84.5724198320799,191,4.578602620087336,1.0,0,191,11.195751228843434,10485,125.34484557814928,1,0.1515283842794759,0.0,0,1,0.3586414652434546,347,0.1286237005919721
2745,1,955,20.701639344262293,10.0,1,954,40.31499805297376,56826,1625.2990680112782,1,0.087431693989071,0.0,0,1,0.2825180877634083,240,0.0798164699134929,117,2.95591985428051,1.0,0,117,5.4841298434070165,8114,30.07568013934747,1,0.2083788706739526,0.0,0,1,0.4062231314167128,572,0.1650172324979999,222,2.7300546448087437,1.0,0,222,7.5275240938767665,7494,56.66361898389524,733,17.822222222222223,9.0,1,732,32.598254954974024,48922,1062.646226109489,29,1.272495446265938,1.0,0,29,1.5012353278368842,3493,2.253707509545517,1,0.5759562841530055,1.0,0,1,0.4942870099790213,1581,0.2443196482340011,156,4.201821493624772,2.0,0,156,8.963527305354535,11534,80.34482175383633,171,4.544626593806922,1.0,0,171,10.600119354804526,12475,112.36253033610151,1,0.1471766848816029,0.0,0,1,0.3543465114616869,404,0.1255614501850674
2300,1,955,21.33478260869565,10.0,1,954,42.21657647191236,49070,1782.239329008824,1,0.0917391304347826,0.0,0,1,0.2887201163032787,211,0.0833593055581788,116,2.876521739130435,1.0,0,116,5.1352703317900925,6616,26.37100138056353,1,0.2017391304347826,0.0,0,1,0.4013857268643653,464,0.1611105017304349,222,2.838260869565217,1.0,0,222,7.87284310564532,6528,61.98165856610704,733,18.319130434782608,9.0,1,732,34.078369357287414,42134,1161.3352580517058,29,1.2904347826086957,1.0,0,29,1.544467678892266,2968,2.385380411142864,1,0.6073913043478261,1.0,0,1,0.4884371343377934,1397,0.2385708342001156,156,4.169130434782609,2.0,0,156,9.20940023807473,9589,84.8130527450509,171,4.640434782608696,1.0,0,171,11.142589599647634,10673,124.15730298617564,1,0.1478260869565217,0.0,0,1,0.3550046899657554,340,0.1260283298976821
1994,1,955,20.33650952858576,10.0,1,954,39.77403057690192,40551,1581.9735083323292,1,0.0922768304914744,0.0,0,1,0.2894889377030975,184,0.0838038450524678,116,2.631895687061184,1.0,0,116,5.151873642106953,5248,26.54180202423636,1,0.2211634904714142,0.0,0,1,0.4151344704441861,441,0.1723366285509748,222,2.5932798395185555,1.0,0,222,7.468251919189224,5171,55.77478672847353,733,17.64393179538616,9.0,1,732,32.68141456224966,35182,1068.074857789624,29,1.26629889669007,1.0,0,29,1.533305656009394,2525,2.3510262347503983,1,0.6293881644934805,1.0,0,1,0.4830897865582663,1255,0.2333757418769113,156,4.120361083249749,2.0,0,156,9.605962600447471,8216,92.2745174811956,142,4.739719157472417,2.0,0,142,10.99107684976665,9451,120.80377031747636,1,0.137913741223671,0.0,0,1,0.3448959216494706,275,0.1189531967704377
1122,1,364,19.151515151515152,10.0,1,363,32.87334441311048,21488,1080.656772902982,1,0.1033868092691622,0.0,0,1,0.3045991942812766,116,0.0927806691568029,116,2.293226381461676,1.0,1,115,4.900302064320831,2573,24.012960321587,1,0.2415329768270945,0.0,0,1,0.428203478272318,271,0.1833582188045115,79,2.3877005347593583,1.0,0,79,5.266692190139199,2679,27.73804662567324,322,16.693404634581107,9.0,1,321,28.27181893575365,18730,799.2957459360387,8,1.1301247771836007,1.0,0,8,1.0953644042025017,1268,1.1998231779939017,1,0.6319073083778967,1.0,0,1,0.4825017675803605,709,0.2328079557181723,138,3.715686274509804,1.0,0,138,9.380750875870984,4169,87.99848699515427,161,4.710338680926916,1.0,0,161,12.130088072149002,5285,147.1390366380915,1,0.1274509803921568,0.0,0,1,0.3336261853968421,143,0.111306431582448
1731,1,955,21.226458694396303,10.0,1,954,42.73198655872874,36743,1826.022675255374,1,0.0872328134026574,0.0,0,1,0.2822574616698837,151,0.0796692746683258,116,2.6522241478913924,1.0,1,115,5.244024341389013,4591,27.499791293080467,1,0.2224147891392258,0.0,0,1,0.4159884851267356,385,0.1730464197580363,222,2.7954939341421143,1.0,0,222,7.954771166282025,4839,63.27838430791188,733,18.33564413633738,9.0,1,732,35.22428542461073,31739,1240.7502836744438,29,1.303292894280763,1.0,0,29,1.590755669940116,2256,2.530503601446627,1,0.6244945118428654,1.0,0,1,0.484393090680849,1081,0.2346366662993452,156,4.194107452339688,2.0,0,156,10.446029195414592,7260,109.11952595145404,144,4.661467359907568,1.0,0,144,11.71855945774418,8069,137.32463576468558,1,0.1409589832466782,0.0,0,1,0.34807979293158,244,0.1211595422472916
9042,1,1065,20.280579517805798,9.0,1,1064,38.87188530944408,183377,1511.0234675105748,1,0.072882105728821,0.0,0,1,0.2599572621755552,659,0.0675777781578103,2413,4.035832780358327,2.0,0,2413,28.73279557689053,36492,825.5735416633802,1,0.2269409422694094,0.0,0,1,0.4188772562293406,2052,0.1754581557862206,136,2.5168104401681046,0.0,0,136,6.4051185911674064,22757,41.02554416691834,886,17.588033620880335,8.0,1,885,32.10125355042495,159031,1030.490479508671,29,1.106281796062818,1.0,0,29,1.3471146023242653,10003,1.8147177517952635,1,0.6031851360318513,1.0,0,1,0.4892640410414868,5454,0.2393793018562457,301,5.044016810440168,2.0,0,301,11.404773164586622,45608,130.06885093567516,280,4.645874806458748,1.0,0,280,10.99815517370492,42008,120.95941722489232,1,0.1705374917053749,0.0,0,1,0.376125114176434,1542,0.1414701015142355
3318,1,1146,21.887884267631105,10.0,1,1145,46.97698361039173,72624,2206.8369891310126,1,0.0952380952380952,0.0,0,1,0.2935877689619223,316,0.0861937780840391,117,3.013261000602773,1.0,0,117,5.958185531809678,9998,35.49997483146618,1,0.2549728752260398,0.0,0,1,0.4359116622163126,846,0.1900189772561887,144,2.7179023508137434,1.0,0,144,7.460274787812088,9018,55.65569990966471,867,18.978300180831827,9.0,1,866,38.782155738718856,62970,1504.055603742244,29,1.2233273056057865,1.0,0,29,1.5164174879474792,4059,2.2995219977529437,1,0.5165762507534659,1.0,0,1,0.4998004745726388,1714,0.2498005143830349,190,4.657022302591923,2.0,0,190,11.231009380973047,15452,126.13557171550455,354,5.43128390596745,1.0,0,354,15.257372254715154,18021,232.78740811895176,1,0.1555153707052441,0.0,0,1,0.3624499045219024,516,0.1313699332879361
66,1,47,6.106060606060606,5.0,3,44,5.979783345390437,403,35.757808857808854,1,0.2727272727272727,0.0,0,1,0.4487745552040593,18,0.2013986013986012,6,1.696969696969697,1.0,1,5,1.2523171995538387,112,1.568298368298369,1,0.0606060606060606,0.0,0,1,0.2404347267115503,4,0.0578088578088578,4,0.1818181818181818,0.0,0,4,0.6541957107563663,12,0.4279720279720272,43,5.924242424242424,5.0,3,40,5.3617178821734575,391,28.74801864801863,4,0.7575757575757576,1.0,0,4,0.7245286225827967,50,0.5249417249417248,1,0.696969696969697,1.0,0,1,0.4630898556999652,46,0.2144522144522146,13,1.4090909090909092,1.0,1,12,1.6546184568541016,93,2.7377622377622486,22,1.5454545454545454,1.0,1,21,2.684323826514678,102,7.205594405594404,0,0.0,0.0,0,0,0.0,0,0.0
580,1,360,17.951724137931034,5.0,2,358,38.730561412796085,10412,1500.0563873503688,1,0.1827586206896551,0.0,0,1,0.3868021013933443,106,0.149615865642307,426,4.705172413793103,1.0,0,426,23.243569671165023,2729,540.2635310583025,1,0.2862068965517241,0.0,0,1,0.452377437236787,166,0.2046453457209231,45,1.6586206896551725,0.0,0,45,4.517172548746601,962,20.40484783514986,348,16.24310344827586,5.0,2,346,34.82149700349494,9421,1212.536653564407,9,0.9620689655172414,1.0,0,9,1.0894100994750808,558,1.1868143648383056,1,0.5603448275862069,1.0,0,1,0.4967735816485986,325,0.2467839914239768,274,6.3293103448275865,1.0,0,274,18.63632967174838,3671,347.3127836340891,274,6.834482758620689,1.0,0,274,19.62093760005885,3964,384.9811923054031,1,0.1034482758620689,0.0,0,1,0.30480635560703,60,0.0929069144184392
288,1,355,17.40625,5.0,2,353,39.57973774854885,5013,1566.5556402439024,1,0.1076388888888889,0.0,0,1,0.310463262059549,31,0.0963874370886562,162,3.8020833333333335,1.0,1,161,10.99726268602174,1095,120.93978658536608,1,0.2152777777777778,0.0,0,1,0.4117303411095244,62,0.1695218737901653,41,1.1840277777777777,0.0,0,41,4.386885161572892,341,19.24476142082842,324,16.135416666666668,5.0,2,322,35.66812369482597,4647,1272.215047909406,9,1.1354166666666667,1.0,0,9,1.116425901896352,327,1.2464067944250832,1,0.6909722222222222,1.0,0,1,0.4628969820061969,199,0.2142736159504453,156,5.510416666666667,1.0,0,156,15.60331073039083,1587,243.4633057491296,171,6.173611111111111,1.0,0,171,17.454701895859667,1778,304.6666182733271,1,0.0833333333333333,0.0,0,1,0.2768664881577546,24,0.0766550522648081
483,1,580,20.107660455486545,5.0,2,578,47.92694998178657,9712,2296.992534556672,1,0.1097308488612836,0.0,0,1,0.3128780369354509,53,0.0978926659965814,412,5.126293995859213,2.0,1,411,21.312596165746125,2476,454.2267553241764,1,0.3312629399585921,0.0,0,1,0.4711553945598787,160,0.221987405822875,45,1.6211180124223603,0.0,0,45,4.464629223144081,783,19.932914100152125,549,18.438923395445133,5.0,2,547,44.09737782214183,8906,1944.5787307887265,9,1.1325051759834368,1.0,0,9,1.0965048856182853,547,1.202322964184769,1,0.6832298136645962,1.0,0,1,0.4656993168505931,330,0.2168758537151091,176,7.161490683229814,1.0,0,176,19.097011765042303,3459,364.6958583541642,352,8.416149068322982,1.0,0,352,25.178094033593148,4065,633.9364191644589,1,0.113871635610766,0.0,0,1,0.3179846418477682,55,0.1011142324510534
2275,1,955,21.81714285714286,10.0,1,954,43.85502186273228,49634,1923.262942580726,1,0.087032967032967,0.0,0,1,0.2819453346588917,198,0.0794931717359144,116,2.949010989010989,1.0,1,115,5.3202656506971095,6709,28.30522659398753,1,0.1986813186813187,0.0,0,1,0.3990953071444448,452,0.1592770641847187,222,2.9446153846153846,1.0,0,222,8.100322521415404,6699,65.61522495094961,733,18.706373626373622,9.0,1,732,35.52085032883815,42557,1261.7308080837215,29,1.3257142857142856,1.0,0,29,1.6194244330653038,3016,2.622535494408881,1,0.607912087912088,1.0,0,1,0.488323457122862,1383,0.2384597987764236,170,4.1802197802197805,2.0,0,170,9.540593038116494,9510,91.02291551895694,179,4.552967032967033,1.0,0,179,11.13419320576214,10358,123.97025834323978,1,0.1516483516483516,0.0,0,1,0.3587585593481885,345,0.1287077039055877
1958,1,713,21.76659856996936,10.0,1,712,39.64335342004441,42619,1571.595470386547,1,0.0995914198161389,0.0,0,1,0.2995309509300727,195,0.0897187905650736,116,2.66802860061287,1.0,1,115,5.32731503029311,5224,28.380285431986877,1,0.1996935648621041,0.0,0,1,0.3998721155680202,391,0.1598977088088441,139,2.7625127681307458,1.0,0,139,6.794771218420047,5409,46.168915910669455,574,18.869254341164453,9.0,1,573,33.36250874615346,36946,1113.0569898371662,29,1.250255362614913,1.0,0,29,1.545986425475999,2448,2.390074027756057,1,0.6312563840653729,1.0,0,1,0.4825875099925589,1236,0.2328907048008181,140,4.368743615934627,2.0,0,140,10.015567012412196,8554,100.31158258011932,161,5.193564862104188,2.0,0,161,12.59899256496934,10169,158.73461365215272,1,0.1583248212461695,0.0,0,1,0.3651385562494559,310,0.1333261652599371
1255,1,364,19.55776892430279,10.0,1,363,32.581165508549915,24545,1061.5323458955224,1,0.0876494023904382,0.0,0,1,0.2828970734671505,110,0.0800307541762783,116,2.2725099601593626,1.0,1,115,4.760181867783492,2852,22.65933141437473,1,0.2286852589641434,0.0,0,1,0.4201535098413047,287,0.1765289718319673,79,2.432669322709163,1.0,0,79,5.247469243277724,3053,27.53593345914569,322,16.97768924302789,9.0,1,321,27.822709610940816,21307,774.1031700947385,8,1.0812749003984063,1.0,0,8,1.1116714286866958,1357,1.2358133653583194,1,0.6302788844621514,1.0,0,1,0.4829215666604691,791,0.2332132395458019,136,3.816733067729084,1.0,0,136,9.245622637928737,4790,85.48153796298031,161,4.877290836653386,1.0,0,161,12.010133373920777,6121,144.2433036593657,1,0.147410358565737,0.0,0,1,0.3546558451134787,185,0.1257807684731558
8554,1,1180,21.59258826280103,10.0,1,1179,40.7102803076616,184703,1657.32692272838,1,0.0825344867898059,0.0,0,1,0.2751933840261665,706,0.0757313986117731,2737,4.180500350713117,2.0,0,2737,33.624238575607656,35760,1130.5894197893815,1,0.204582651391162,0.0,0,1,0.4034199004124625,1750,0.1627476160488012,159,3.115267711012392,1.0,0,159,7.409632091423862,26648,54.90264773025834,968,18.31575870937573,9.0,1,967,32.9134435489329,156673,1083.2947662487927,29,1.1070844049567454,1.0,0,29,1.32905504500226,9470,1.7663873126459595,1,0.6148000935234977,1.0,0,1,0.4866709639654733,5259,0.236848627167083,320,5.098667290156651,2.0,0,320,11.366788151783998,43614,129.2038728875371,326,4.8114332476034605,1.0,0,326,11.202173847784607,41157,125.4886989159894,1,0.1522094926350245,0.0,0,1,0.3592448333614365,1302,0.1290568502968863
307,1,355,17.39413680781759,5.0,2,353,38.41242094892864,5340,1475.514083157692,1,0.1042345276872964,0.0,0,1,0.3060634258352487,32,0.0936748206340088,158,3.90228013029316,2.0,1,157,10.664685539659958,1198,113.7355176598322,1,0.2247557003257329,0.0,0,1,0.4181028451735741,69,0.1748099891422377,41,1.1628664495114007,0.0,0,41,4.274050243282824,357,18.267505482105964,324,16.14657980456026,5.0,2,322,34.63263808341743,4957,1199.4196206169756,9,1.1400651465798046,1.0,0,9,1.1010648421377036,350,1.212343786591726,1,0.7035830618892508,1.0,0,1,0.4574226554568935,216,0.2092354857252359,156,5.625407166123779,1.0,0,156,15.241404073050065,1727,232.3003981179871,171,6.260586319218241,1.0,0,171,16.920532553005753,1922,286.30442187732734,1,0.0781758957654723,0.0,0,1,0.2688864625522916,24,0.0722999297438849
1737,1,931,20.177317213586644,10.0,1,930,41.24102601936942,35048,1700.8222271303057,1,0.0892343120322395,0.0,0,1,0.2851637511976609,155,0.0813183649971214,212,2.386873920552677,1.0,1,211,6.728268513670072,4146,45.26959719204408,1,0.2694300518134715,0.0,0,1,0.443791487806335,468,0.1969508846493604,119,2.5043177892918824,1.0,0,119,6.315359523270871,4350,39.88376590816808,673,17.489349453080024,9.0,1,672,33.64606417095995,30379,1132.057634196355,9,1.120322394933794,1.0,0,9,1.1424599085068317,1946,1.3052146425454385,1,0.5820379965457686,1.0,0,1,0.4933658880355283,1011,0.2434098994770854,213,4.075417386298216,1.0,0,213,11.295953771784085,7079,127.59857161428305,316,5.092112838226828,1.0,0,316,14.818705911775854,8845,219.59404489970063,1,0.128957973517559,0.0,0,1,0.3352499359375381,224,0.1123925195461234
241,1,221,14.091286307053942,5.0,2,219,26.78276744641077,3396,717.3166320885205,1,0.1161825726141078,0.0,0,1,0.3211106245439741,28,0.1031120331950211,116,2.904564315352697,1.0,1,115,8.488424711347884,700,72.05335408022141,1,0.2240663900414937,0.0,0,1,0.4178337734562202,54,0.1745850622406639,28,0.9004149377593361,0.0,0,28,3.0832950167706272,217,9.506708160442583,193,13.120331950207468,5.0,2,191,24.159496957152975,3162,583.6812932226841,5,0.8630705394190872,1.0,0,5,0.9230414576298608,208,0.8520055325034578,1,0.6680497925311203,1.0,0,1,0.4718932762575028,161,0.2226832641770398,91,4.360995850622406,1.0,0,91,10.25174646930056,1051,105.09830567081649,91,4.925311203319502,1.0,0,91,11.6448585939711,1187,135.60273167358258,1,0.1120331950207468,0.0,0,1,0.316063704907991,27,0.0998962655601656
1679,1,358,19.26742108397856,10.0,1,357,30.011091790749056,32350,900.6656304727653,1,0.0946992257296009,0.0,0,1,0.2928862812152016,159,0.0857823737240701,116,2.377010125074449,1.0,1,115,4.7948592226192,3991,22.990674964736403,1,0.2227516378796903,0.0,0,1,0.4162169195214722,374,0.1732365240959437,79,2.261465157832043,1.0,0,79,4.793980681247662,3797,22.9822507721758,316,16.887432995830853,9.0,1,315,25.70711218142001,28354,660.8556167081131,10,1.1095890410958904,1.0,0,10,1.175290803270293,1863,1.3813084722517304,1,0.6110780226325193,1.0,0,1,0.4876508041429873,1026,0.2378033067813021,140,4.128648004764741,2.0,0,140,8.908360499464584,6932,79.35888678842088,161,5.374032162001191,2.0,0,161,11.56767690027035,9023,133.81114886904825,1,0.1566408576533651,0.0,0,1,0.3635701125238422,263,0.1321832267205992
